用户ID,用户名,用户评论数,注册时间,用户平均评分
wwYz9QxMfrpMXnbnzoOt7A,Jeff,5,2011-10-19 01:11:33,3.6
HJPXyooJbhyyUi1GhlfZHw,Crystal,8,2012-06-30 01:58:58,2.78
hp3KKlVp5ajQIib76Gs6dw,Sippysweet,37,2013-08-29 19:04:45,2.84
oDlWqLWOJ-AI_wCRS86PPg,Anonymous,36,2011-06-30 22:26:20,2.63
oelaxNtXYexSlty5UjNnVg,Rachelle,5,2015-11-30 16:42:30,3.2
BzMVznZ_imuNisFSs-1law,Tracy,8,2012-07-14 03:49:02,4.5
t1sAhQz9bWWdtXTV2oNcJg,w,10,2009-12-01 13:22:39,3.4
80MwQEQ7TDXRQNY1xvm2nw,Jennifer,6,2011-09-03 00:18:44,2.33
UdwmP5xAYKyy06Ddw2syAA,Paul,12,2014-02-23 14:41:27,3.67
JpUSSA9K-suSKJls-25Wgw,Kelsey,14,2012-07-22 12:52:02,3.94
PuUX4JFMYDI8C4lQQg8R_A,Tiffany,3,2014-05-12 16:40:39,1.0
4XFNw3L6cngk9AdEUtX73g,Coleen,19,2011-04-13 13:52:32,3.9
GHmAn5PsZvURFin-CB6axw,Nancy,8,2008-12-12 23:32:51,4.22
01AE8ppCbqQ6-k-pqhruPA,Tom,11,2018-05-08 00:39:49,4.09
zPA3S-3jLnvod7A7tBsT3g,Shanéa,9,2013-04-09 18:29:18,3.56
mte5yC23XuPNY9g3uosr3A,Ken,77,2010-04-08 20:10:20,3.05
DU4mr4SQArotSBPmSYdWqQ,Rob,36,2012-04-20 22:42:00,3.32
C1v-Tq2wE0m7e78f-ppZFw,Sjoerd,1,2014-05-28 02:05:11,1.0
veVe7sb-qrhnzRFN1UdvoQ,Jalila,13,2016-09-04 22:43:33,4.14
bt85KtTh5EeVo8aWL43Peg,Four,11,2015-09-23 16:00:53,3.15
eSUV7JPhALmcQ_IC2t72Kw,Felicia,9,2010-10-23 14:50:49,5.0
wghO_f-Z9RB0MColv3ojCg,Debbie,4,2016-07-25 19:37:52,4.0
zzZTbKRe1B3VwIajVhIOaw,S,30,2012-08-15 21:17:57,3.5
td7Pv4TWo21wIDLo5LmSfw,B,7,2011-03-26 00:36:20,5.0
0m-jyhZjlqfM6O4-QMWdlg,Matt,15,2009-08-24 22:23:03,4.0
dejigZ-y-EEWRCd4Ozm1xg,Mercedes,4,2014-10-13 00:44:22,3.25
FGUvO9uE5EnZ6jQSmJysZA,Randy,14,2013-02-21 15:10:21,3.18
FpK9fKAhVQp9PDXAuAiXDw,Frank,14,2012-02-05 15:01:02,2.29
SpR_vMU933oYFMqRX2OVgQ,Jason,25,2010-08-15 22:15:32,3.56
gMqupwFaF1D0OfI51FtKxg,Paula,5,2009-02-09 00:54:33,2.8
zU3WWmG4KbfiP0ThZM1W5g,Jessica,13,2010-02-25 23:21:10,3.0
Qnhl0bvk_ELPdNxAU9TSMg,Don,35,2010-02-19 02:54:20,3.31
7t9Jadm-u0NdR_SuurLJ9Q,Dan,2,2014-12-03 15:38:06,1.5
UAmNOcKIkTiYUHhFdZ3jYA,Liz,3,2011-06-23 00:02:49,2.33
Dhfb_rj1Bvf6211gCj7i2Q,M,14,2009-08-06 22:50:04,2.87
Q-wgI0PPBJQQX94TCUDp7A,Nicole,7,2011-01-21 18:40:07,4.29
V1UMrFEGinOYt-mK4hVtNQ,Janice,20,2011-05-30 21:46:45,3.95
_yY_HrLkKhzK8rELiFmB1w,J,12,2011-10-17 00:54:44,3.23
LwKIl2X2K-B4G5K2q49VNQ,Tom,34,2012-09-23 00:12:46,2.67
8VyFaqKQYhZXxZCvtWLngg,kitty,3,2011-06-21 21:30:42,3.75
i43NZycExxuVO4SLixdL2g,Tricia,26,2016-01-18 19:15:00,3.86
qgCgoRHA7kceAu2EkPMf0A,Boutt,3,2017-03-06 19:30:21,1.33
1-qqa-l9hVZFYDaGQTtRJg,William,1,2014-12-08 18:38:37,1.0
ZlGAsmPgtrWML6a_jjR3-w,Wasif,11,2012-02-05 02:21:20,4.18
rK2CVzMEDV4UnXbBvl0oQA,Chrissy,5,2009-03-11 19:15:46,3.8
nP49B4yD8LroTtzPnYcFnA,John,3,2011-08-08 22:26:32,1.67
kSmxx20mJC0Z6cTSNRTagA,L,1,2013-04-21 14:22:26,1.0
VA6r_aDjeGKiD9HC86FudA,Lisa,4,2014-05-18 20:08:53,3.75
N_x1sC-KdyuDOSG8H_ePvA,Lawrence,44,2015-06-18 22:26:35,3.7
iTRDOu1CsAvEhyvdLWPImQ,Frank,6,2014-11-11 11:25:44,1.63
8hvXl0oJmU61l17LG9aDag,Euge,773,2005-07-28 17:33:06,4.1
IL7s7BR8DuoOFwYYM6cZ7w,Peijean,1420,2010-09-07 02:24:44,4.25
aJRnjwJ3D4Knl9pRwOfKDg,Kontji,259,2011-07-24 16:39:17,4.35
g6TmwkyUY4tquHreLluC2Q,Leah,363,2008-07-29 18:09:33,3.84
Z88N6qly3Dp5C06XbZ9IMQ,Janice,2388,2006-10-22 06:40:30,3.83
Lqd1JqofF8ECev8uuxb3xA,Mona,156,2008-06-21 08:44:34,3.87
Oh_BbUxUw7ptct5KChKpFw,Chris,8,2010-03-12 06:01:36,2.88
giTp6selkwIyZAdrvjPiAg,Toya,424,2010-10-12 14:30:53,4.04
WF1o6AyXm6-NovD5dFnMOg,Mike,369,2007-08-06 18:56:12,3.98
syPwPNxUwyXupbqX4SZPCg,Michael,4,2009-04-28 15:33:15,1.0
jI5grCzPrcpYgqtNVygWRQ,Marko,1201,2009-07-03 15:45:32,3.8
nkN_do3fJ9xekchVC-v68A,Jeremy,1366,2004-10-12 08:46:43,3.7
l8yHU8L6CcIKtb3vshufaA,Li,59,2006-04-21 23:40:25,3.81
FjIu5bf6dPW7_V_-0Jg4kQ,Dee,282,2007-07-10 03:08:21,3.65
6mG7JJlJZBitRBKIWSlW3w,Sandy,138,2010-10-01 17:05:52,4.4
QMqSgBqSrlRhz2B0UiORjw,Jessica,589,2007-03-25 06:56:16,3.87
hwpU4w7yCazTXflXRcrPzw,Nate,11,2011-11-11 21:11:39,4.18
96gKcMrWBgh3DN313rlYMA,Michael,32,2009-04-22 22:26:17,4.11
38u6Umpnj9s4QobruUH0nA,Brandon,239,2010-01-11 10:05:31,4.15
c3NAcDVWOv79nob0FuWLcg,Mad,116,2011-09-29 21:31:44,4.1
x15nXGkbW58Lf8urQHewpg,Jillian,20,2011-09-12 02:21:50,3.89
G4MjUY-PRI8-u7PHShUCYA,Ken,386,2012-02-08 22:48:59,3.92
WT1kawqQ43mXUNS2xL3Iyg,Jen,234,2009-09-18 02:58:06,3.66
e3-W6kzr0xaUDKX4Onj_aw,Alex,636,2010-01-06 06:26:37,3.33
864nL0po2ldN8TPgbSiwOQ,Walter,1678,2010-01-24 21:00:15,3.88
tyUcYlc4gnH5aNi9HdCjaA,KanKan,127,2009-08-25 15:57:14,3.7
2uMrW-A0mvSQboA1aLKnew,Adam,418,2011-06-18 19:09:53,3.57
g8j2ci2FcvmocszcO6ypNw,Tom,1615,2011-06-25 14:22:37,3.92
WzCSCsVjTCLGTcNYfPZ61Q,Scott,276,2009-03-13 18:18:10,3.92
3KK7L2Q6NMfJA1Ky4Ntmdg,Ivy,1349,2008-08-31 00:37:21,3.38
FcdKOJBmez810jR6aaOIbQ,Benay,482,2011-04-25 18:04:33,3.36
xMYdgaWjAvVFej72f4qHxw,Charlie,1237,2008-07-20 18:14:56,3.99
h2nJxjwZlC8aXNEh_puMpw,Chel,804,2010-01-17 01:24:26,4.18
7j7qRFmV3wLX85U37RW_0w,Jean,732,2011-01-05 18:19:26,3.99
onWDQwgQNKp5CAUlMWVu1w,Juichia,228,2009-11-10 15:42:31,3.31
KqgHSTKL7KcXr8Svai6aTQ,Christina,532,2008-09-06 04:42:46,3.32
IKBEigmPRqNcOXlJfo0c6w,Natty,527,2011-02-08 07:21:59,3.79
lmQLg_GG2yM0WcQ_qFwJMQ,Jamie,484,2011-03-05 01:25:40,3.95
P6_r7O8zEjnxTSBkS6WYfg,Rho,1088,2008-10-02 04:39:08,3.81
8T0t--4-LqvZRJc1ABGk_w,DeAnna,19,2007-05-06 04:26:50,2.45
NOs3g2KLfNvuc9dDWy3syg,Howie,757,2007-12-17 23:37:17,4.09
XQU46gFfVmgSjTOTvc5Jew,Angela,455,2009-01-16 20:42:20,4.07
iUD0waOgP-Dk-n0nBEqMlw,Paul,193,2009-01-16 15:35:11,3.58
sDEcTcxTO7A7mZftS-wWJw,Marc,130,2010-11-08 20:06:27,4.46
Gm_JQaYXmUdOjfC4wM7PTw,John,390,2010-12-26 15:10:12,3.67
LGa1GmTItb4bu6HI7KPKfA,Les,1158,2008-05-30 04:49:50,3.87
24acrDAjaWVQLuxIhM1XpQ,Phil,43,2012-05-13 02:28:24,4.36
X1uHK9q3QqN723sD4uH7-w,Brian,136,2010-06-26 15:40:06,4.18
_jLXrx6aCT9A0ZSHCj7nxg,Yuri,372,2010-06-16 21:38:13,4.08
GUCac_iRt07wvgwCt9Y3Fw,Tiffany,663,2011-06-27 01:41:54,3.91
77Qa_ftGGDtTY7Ui3BFpiA,Virginia,919,2011-07-09 00:43:34,3.77
m9XPszonM7XoFfGQQbEJUw,Adam,18,2008-06-15 02:57:17,4.14
DZwWptApUuGpqEpqnliQ9Q,Stephanie,78,2009-02-13 16:51:45,3.7
bAG7y3qbpTv3hzIpx4Wf2g,Kashif,405,2013-11-03 04:17:49,4.12
ens7LiIE4Cs4RjW5Mz65Mw,George,573,2010-04-05 15:57:27,3.83
P4iCtFJIe1h0IglWYf8FMQ,Get Skinny,4,2009-02-14 01:10:46,4.29
Ult681KMSYmgJZBGYlhFwg,Amy,1125,2009-02-18 20:25:32,4.25
FqLxYKyBedzmL6MuYv8AeQ,James,30,2010-08-24 03:58:30,3.48
iN1-o11zBC_7vgVPgPEuXA,Lorraine,455,2009-07-26 06:42:35,3.75
bH3Uc0YNlnKubj8cT4nQ0w,Santi,586,2008-11-21 20:55:38,3.89
m8BMTb9ddo-83-KVoIK1zg,Mary,289,2011-06-16 01:14:18,4.22
M_NXkghCAIMoOhTOsuI5Bg,Lainie,253,2006-04-16 05:31:56,3.85
mdP18-vCtV9nu8DT2Bk6lA,Richard,292,2009-12-01 13:54:25,4.41
lyV2zgMrSux_s3byOozPPw,Elisa,1493,2011-11-06 06:10:35,3.8
jURsdln9hCEauhMnWPoOBA,Maite,503,2010-10-23 19:51:42,3.71
btF31V_Yg_G5bxvHx3qcRQ,Atie,138,2009-08-29 23:53:07,3.49
mkbx55W8B8aPLgDqex7qgg,Momo,293,2012-09-17 15:28:57,4.4
DfmtZlDE8JJv-boorp1PAg,Glenn,354,2011-05-15 14:56:51,4.16
CTGy7JQR4OxfhaslgOFJDQ,Maria,286,2009-07-15 13:07:36,3.87
0S6EI51ej5J7dgYz3-O0lA,Paul,683,2010-10-08 20:29:57,3.75
2GAuonmY5GQ3PR6mUXpvMg,Elle,201,2012-03-07 17:50:51,4.18
7CaE5e_7THHMsJ4zFsDkhg,Dawn,381,2010-09-05 19:52:56,4.04
rnM1Q71gBUXe4F-BgrVmow,Michelle,192,2007-06-01 17:09:37,3.43
DT5JuPKzBEyJCN3EwZV9KQ,Amy,1240,2011-12-06 08:52:35,3.76
ENrbEhfrLMZ5Me5pb1HBnA,HL,80,2007-11-13 23:17:46,3.66
bb0kaeFl2XmSHYUIJ-9O6g,Hana,30,2008-02-22 19:09:25,3.73
QdfFtp430K_-BP1GTPNnDg,Joseph,749,2010-01-06 21:21:48,3.68
I0D9ilEATJXJoPPxGX1zsQ,Lara,200,2011-03-16 03:38:48,3.44
1lfaNzMa7xj--SdnUyJ0Ag,Jacqueline,134,2012-04-09 09:05:50,3.76
cT1XJNpbxZk_A60_gdX8dQ,Nick,792,2010-05-06 05:18:50,3.79
u_fUOpvFRKz15rSjj_hpaQ,Rebecca,193,2011-08-09 18:16:41,3.7
_kNFzpq9bhIoe_cvKOsxGw,Mike,62,2010-06-28 13:03:31,3.83
X1c-tpW95Z8DpPwTFtVebw,Cory,4,2007-11-19 16:53:06,1.75
tqCGsK9HfX59DhkXzW-tTw,Pauline,91,2011-03-15 23:26:50,3.84
my6eQZaumNlr4C90WNfvkw,Ajay,658,2010-09-04 17:30:58,3.67
nVQFCr4WmNyhGbkGkwZdYg,Anita,35,2011-11-15 23:42:43,2.67
PFAsrpb5UdiQAReNldrqhQ,Pam,17,2012-05-10 00:19:50,4.33
2p7rae7haJRDBgMLiS4bbA,Willis,317,2011-01-23 06:24:17,4.31
2ddiuuhyg2artFmgdrSdNQ,Angela,33,2013-03-27 02:00:37,3.84
gGlACxJ06r-F2nqCU97_Uw,Jenny,268,2011-08-06 02:59:44,3.85
92A1z-J4XnG413TDpGYZ4A,Stephen,36,2008-08-05 15:26:56,3.69
M77a2mAR1qL1RvRdQLIKng,Karen,9,2010-08-10 23:08:23,2.18
baaSdAasBNpSDsmG0Si2MA,Helen,131,2011-07-13 07:31:08,3.51
ZRZCGSbYFKJj_16gA7d-Nw,Jamie,716,2012-10-10 00:41:55,4.19
ZkGEQxVKozRfPu6cofmDKQ,Doug,674,2012-11-15 13:44:35,3.82
YcmtCs2XKvWU0dv1L4tenw,Mike,1084,2011-08-21 19:29:30,4.22
g7a1ThDGHEZvk-t9HKUUPQ,Cindy,557,2008-06-19 06:27:02,3.65
0H2ggT37lK8hsbH8aGR1Ug,Dean,1311,2010-05-10 00:40:16,3.3
CJBO0RheMlZOnuY-_xKDyg,Jess,504,2009-01-11 19:51:52,3.65
UdyrulYllDxVNmX-32FLFA,Jim,37,2012-12-16 13:09:51,4.05
-ZYBcGGfcm6EZo4ABH2jcA,Victor,289,2012-08-01 04:37:48,3.97
K_dM0CZKjMi5SM9P8q5C8w,Reixa,780,2011-07-17 17:47:13,4.04
PaQdy7qtDtFZRf6wEFi7jQ,Ashley,7,2011-01-23 02:41:10,3.38
6tItMlME4VDVBF_IypbLDw,Christy,2,2008-07-23 16:09:59,3.5
W4D2Sb5DRSxngZcjZ4mD0A,Akisha,400,2011-05-31 18:02:56,4.02
kly6ZETJqytpN7RygetCOw,Kyle,49,2013-02-05 12:15:48,4.2
Id2Gl6Qf1c72GT8UpE7Oag,Otto,252,2010-11-04 21:32:06,3.54
XmC8fJw9s9Ogsukqby8TxA,Christie,30,2011-03-21 19:59:28,3.41
m_PrgczTW3WQmEOFvpQdtg,Samantha,13,2012-05-12 20:55:22,3.43
yS4Oh86UHcHOJa4cnrlRNQ,Nalynn,4,2012-02-11 15:54:15,4.25
sLhx_e9CveYKWQXUzUeCfg,Sunshine,456,2011-08-03 16:09:28,3.89
k7V66MrZgcnDfdbNz7S5tg,Nine,385,2011-12-14 03:29:25,4.5
SIlGe7Ow3AzPiDFh-xHa7Q,Nathan,3,2012-10-28 04:09:01,4.67
v0KmYNybWmLXDZdL5BcKug,Vic,429,2012-06-21 23:29:04,3.9
ZMocFA2lNMJeiKjguUKu7g,Jack,1833,2012-05-09 21:23:54,3.36
JRAy4P4op3PCISZaMRA9_w,Carissa,463,2012-12-12 22:03:36,4.07
BsdMr3hnc44zZcD8PxgeSA,P. Luly,302,2011-06-19 14:28:42,3.75
kGbRvQ1iEQus_kJ_54RtZA,Doug,41,2014-08-04 22:51:21,3.45
rBBQbHErcvNH916VHw0gZA,Diane,564,2011-10-04 19:33:42,4.28
XXDgvskDimCG3u95nglKBw,Ashley,679,2012-06-09 04:18:18,4.28
OQ2Lpoz27MPuxs-Chd19SA,Kira,274,2018-08-09 16:51:50,4.3
PSnUXFT5luMvb73mQQSjUg,Johnny,490,2014-11-06 15:47:26,3.88
K74S1UK7QjAhWnkXIN0nhg,Jessalyn,203,2017-10-30 02:35:47,4.2
ZoELGLRucNH2WaPGpXmaPA,Shannen,851,2011-05-27 06:01:39,3.72
PRM7bfeCMBRPN3JOfdym6A,Nick,87,2014-05-10 04:27:39,4.39
SVL1Oir45owS_oKg-ylqfw,Tara,655,2010-10-30 04:01:21,4.16
hNivnXHHoNU3jiIc60FE3A,Rae,51,2011-04-17 05:25:03,3.68
HeUwtxGvj6h2TEg-cgWWRA,Starzette,237,2014-05-26 21:12:27,4.1
HH7iiWvBqV-20lA7JlSRWQ,Lyla,1660,2013-10-02 03:12:21,4.39
t3E3nhh3bL7H_QOku5o9fg,Melanie,99,2014-06-13 02:34:14,3.93
Ehjg4D6ANqI1fTHsWYw5LA,Jeffrey,623,2012-12-21 16:12:59,3.76
ggjMOqIPsEp__kLND3f2iw,Karen,3,2017-10-20 05:57:50,2.33
WOyX1oiMVAc-MQ4Z-6MGXw,Dee,265,2011-03-26 11:12:50,3.98
JHwVjHosHuNzlNAZwXvklQ,Samahna,380,2013-06-26 05:25:07,4.3
QMWOqJfUa9w24s9oEfd0Mg,Terri,24,2012-08-02 18:20:46,4.5
SoMesfs19wOj0EQKsNBXlA,Jurel,589,2016-05-22 10:01:48,4.11
Azq2c_BYrQ9xRxRAZH1jqg,Lboogie,11,2009-04-26 21:51:31,3.92
oazuTtSyKV6zrhbsgbdbUQ,Elle,735,2012-01-06 06:11:29,4.61
1k2ilG84PtPAm9cP_EQHjQ,Pat,341,2012-12-16 11:51:26,4.2
KTlvYU9UzhTwHIki9DbaWw,Jared,152,2013-10-20 18:03:26,4.19
0P7kqgeFLjAX8ewAmT2jMA,Norma,109,2013-04-22 16:10:31,4.1
nbNdy8S1aipjKPqWaUsfEg,Mona,1,2017-05-29 20:03:57,1.0
j_MNviOq5UHGlF0FaGK6lw,Jamila,310,2013-12-27 20:21:18,3.86
qS7g94fSIEZr5kQMck1HQA,Regina,177,2012-08-07 23:50:09,3.97
InInjzaZxzQ8_suxZEAP5g,Drew,1003,2014-02-05 03:54:10,4.12
PUN7JBORv9rv71nE3EI18A,Judy,301,2014-06-10 23:31:09,4.34
ux8wzgc8xEcnwExZWUY9Sg,Ericka,705,2010-08-13 17:50:26,4.06
3EPb2G4oTVqxqBU7YP86wQ,Julie,105,2014-07-14 22:37:57,3.99
QDxlTKRvvUdxOZkCE55XvQ,Emma,491,2010-01-05 16:52:47,4.05
YsRPQPruepkX1vL8mCvoLA,Sylvie,2,2017-04-30 16:28:49,5.0
o1QAhT9-HOVzyso46he00w,Michael,273,2012-07-13 04:46:39,4.24
4DVjcB5OjnxLyT6sQqX1_w,Michael,248,2012-09-26 04:23:44,3.89
dxzENIwnxH6wnc6zueYnVA,Azusa,500,2015-05-18 01:07:14,3.53
zkBYYlKVXQcCwyQKiEuouw,Plan,87,2015-06-09 06:28:55,4.96
H-GqigbtmsFMXlrFAjKHBg,Annecy,7,2009-07-31 22:23:14,4.29
CCjZJZaZ3h54nO6d6RWiVg,Kelsay,67,2013-03-20 01:00:04,4.0
-szffXRDPunwOj4oJsLP8w,Ashley,35,2013-09-21 18:21:58,4.25
vYCcwCcliEXoD1smFlGGfQ,Natalie,15,2018-05-11 01:12:27,3.93
pKlNbjLk4beS7EugMzg1iQ,Keary,12,2015-10-14 20:37:19,4.92
JQIZhoQB-Tg9hdBEj90m4g,Joanna,772,2010-01-21 20:04:26,4.19
yuoaisepxm6QaBKiBxz6AA,Bill,76,2011-08-09 03:15:44,3.51
YUNvoadebRrbyq06T4Hcbg,Justine,1,2017-04-19 12:22:38,1.0
vytu1j3VfoeQs2zhxbN3WA,Bennett,9,2017-06-05 18:03:06,2.05
f0SHitrEqc5k0DwWyPlY9w,Salena,612,2015-10-24 13:05:21,3.91
pfjxtVrBq3TyYCABiKIp3g,Maulik,430,2016-11-12 04:55:04,4.01
8HSqfkfOT-eT9U8xDWxsZw,Daniel,125,2015-02-06 23:22:02,3.65
wwVn5IZN93dr9p7Qj2h4gw,laura,39,2011-01-10 00:45:18,3.05
bSloRcSeO_bgbWZYQnNStA,Lenny,2,2014-07-13 11:27:54,4.5
K3IA433mCfVfgmk2E3dGqQ,Alisa,11,2013-08-13 21:23:35,4.17
RO5cFdw9n4T3Xwk0tWvA7w,Denise,304,2016-07-22 14:58:23,4.04
AE_BXPc2J7b_Ckatnwe93g,Matt,59,2011-07-16 12:41:07,3.69
hDHywu1BFwtVV9CdsF1Ueg,Angela,21,2013-07-01 16:32:00,3.95
AX6_NL1_GTM2tcN9jn8mQw,Alice,2283,2015-03-06 06:33:38,4.16
OV4eIrxnN3NQ6v4y8Hd3Cg,Rosendo,36,2016-04-24 22:40:55,3.55
C0kD4qYHUdCOOQRCDvYwrA,Anna,109,2011-01-25 17:24:39,4.53
9W0rhJEdZi8qjqKqLHEl2g,Zoe,659,2013-07-15 02:07:25,4.1
Scmyz7MK4TbXXYcaLZxIxQ,Kayla,405,2014-02-27 17:49:38,4.7
3QxuPPw9XvlZkmnhlKctsw,Rebecca,1,2017-05-10 16:20:58,1.0
OSrj6qpb7RY6QGRJ8vYaUA,Pannapat,1,2018-12-30 22:31:36,1.0
8iUnOwV5iiMQRA7d09Rb2A,Allene,113,2014-09-05 18:43:53,3.79
3QyhIS6_hq20E-7WMJaMkQ,Brandon,64,2012-02-28 00:51:29,4.23
HHobzt0gn2lVZrsYiCnuYQ,Eva,37,2013-07-14 20:27:42,4.25
VEF5f6aGYfkX8W9mipdotw,Martin,564,2014-05-31 23:47:16,4.4
FJFriepHWCUJNwlnra18Hw,Jon,1,2016-01-13 00:28:46,1.0
fsYQCAOzFdNSEFSVa08E4Q,Kimberly,463,2012-08-25 13:23:18,3.89
e1pyUTuotYKQrCOuXY79bw,Michael,3,2017-01-28 10:00:16,3.33
fp_jkccrULRlEI4GTvYoSA,Jeannine,309,2012-03-16 18:55:42,3.71
I3axJuMSw8OLdvYypHGQ5g,Orlando,111,2017-11-28 15:12:02,4.38
taqZAz48zB6P0OyzHl9owQ,Luisa,303,2015-03-08 17:44:14,3.75
GuuV2dfGxO0ighs66RTmRg,Christina,388,2016-01-08 22:50:17,4.41
8EEMp5zd4GAV_tmwE0QxJA,Max,20,2011-10-02 15:13:00,2.45
7R1t5Hw5yKPpeYdIpPUtfg,Jacqueline,114,2014-01-21 04:17:45,4.09
YTvT_E_GL2cO5OLL6_AIWg,Erica,9,2012-08-03 22:19:03,3.0
IdKEJJG56vhntWYukM__-A,J,21,2013-06-22 20:12:03,2.86
SHJo1dtnlOIfndhBcon-xg,Mark,157,2015-07-04 21:23:55,3.89
8bo5LnQBHsUh3BaxKrtiKg,Russ,206,2012-11-19 18:23:56,3.64
PhDLk0sCfdUZU6yUlp5Ukw,Kevin,12,2015-10-04 02:22:26,2.5
H7A3f8-Jq6ilIHdMpS-_Ew,Rich,270,2014-08-21 19:17:28,3.49
Lziw-39s0bb5abahEep8zw,Sam,4,2017-06-20 10:56:03,3.0
n9ZSSbTAIIn-eFvoRf-mxw,Heather,9,2013-08-06 19:30:58,3.56
jYWpBLWypAGjGSbWGlXScw,Claire,8,2014-05-21 20:59:47,3.75
Wr6GWK_zmqN6WouA2Ljv4w,Vijay,108,2015-03-24 22:23:37,3.84
PT6GrJLyXYtXvprtQ79IMQ,Sue,278,2011-09-04 00:34:33,4.28
BQv1B4ShYGg43J-orpzpog,Jordan,46,2017-11-15 04:48:45,4.38
KW2vFEqReoMk9bUqq3u6ng,Robert,9,2012-10-10 16:48:30,4.0
exIKnECZQbP8g4MJi8aXZw,Derek,19,2013-08-30 03:09:48,2.05
Cl-YRkHrnSH7wO_MokD--g,Craig,11,2009-09-19 22:32:31,3.55
9xlIJQdKdoZj6rrnaXZeVA,Leyah,6,2017-11-14 00:17:15,2.33
E9Ertlg27-dH9B3Fl9H72w,Stephanie,248,2012-04-04 21:38:25,4.62
CT3USfN4ki9_ASJo61M9bQ,Joanne,16,2012-10-22 15:37:47,4.88
ch2K57s7o2Pv2uDkoOdVYA,Dorit,149,2016-01-09 14:38:16,4.2
ytxZpn61assJBlEjbITo0Q,Jimmy,12,2012-08-05 23:33:15,3.27
uH0KmWhfylEUpcvZKG64fw,Justin,16,2014-09-25 04:45:43,3.56
W6g_3i_l1cliY9s0qqfsNA,Irene,6,2016-06-23 22:09:47,2.67
Uu7tuVTnVtc3uKjSMT0UXw,Josephine,111,2012-04-10 18:23:09,4.45
PUDYBk_OW3dYQFNhGPaRjQ,Yael,580,2014-05-28 21:32:04,3.69
R89TKW1yIFeIkS_eDBI0pw,Gowtham,7,2014-09-29 21:29:50,2.86
yDq5BXqDbrnAqO9tCZT4Rg,Shane,6,2016-06-10 12:28:35,2.14
5cR3exj8eTghhSrX4rIJyw,Nhi,3,2019-07-12 18:34:40,2.33
J5L_2BTSZOEQzzRcG2KBSA,Russell,31,2015-03-22 01:09:15,3.59
nLEY_fRKXDPel64YlYTWNA,Cindy,19,2015-11-03 13:36:40,3.75
-kr_HD5Urr5ZXkF3ngkr-g,Alan,229,2014-02-03 15:05:42,4.02
xRrcJCFuO1mo2QnHoBBxDA,Carolyn,17,2015-10-11 02:01:46,3.53
low-tlUXuOMswv4z2pBHiQ,Steve,14,2009-07-15 23:21:13,2.88
XtsfkdOJfTWLm20oLMJcNg,Chris,11,2013-01-02 07:29:57,4.64
VKFI7fwm57xYx_gG9MbkZg,Amanda,1,2016-04-29 15:58:16,2.0
qH7y62YTh7_bDiTfrGjLtQ,Andrew,3,2015-09-05 18:33:52,3.67
uxi9rjtKsNXYKaQHsl33wA,David,13,2011-06-08 14:24:59,2.64
bOuuBrAjEmSLUK1HtHXCfw,Dan,123,2020-06-29 22:00:12,4.63
NbADJE6l0O-cjIqsy2bPRA,Joanne,107,2014-02-17 06:53:05,4.25
7lhvuvBA__BKtWSrNfbpBA,Ethan,5,2014-12-28 00:25:49,4.2
on8U60ad3CWezGjhTETGUw,Toni,8,2012-12-17 13:10:05,1.0
c3vsy-zNdB9ZVnKiwIizXw,Elizabeth,158,2015-08-27 21:29:40,3.44
uLw-RVm66wYb2Ft3GujbAw,Victoria,13,2020-02-15 23:12:39,3.07
VU48UT3Kei5QERQSBZT99w,Jacki,2,2015-04-27 18:06:14,3.0
G3Kxhq7gXBZRGK-lo7vPXg,Ashley,19,2019-08-30 23:23:59,4.09
x1UcIz99WSPy5FI6cqfWAw,Kristen,29,2014-09-07 03:15:28,3.73
f01RRoEzPSqfihNLb71muQ,Bob,11,2013-02-24 19:18:17,3.71
0KY9UhIFfmrBg83jezsJUQ,Tia,10,2018-12-28 22:47:08,3.2
8q9JHy3y7BWcMjCNm32nrQ,Kayleigh,2,2013-09-09 00:11:04,2.5
4MMD4bqTfwbx6F-G7v_DMA,Leslie,7,2014-07-16 03:29:47,2.71
4n3kVPGJjm0hAWlWOJyBKg,Kate,4,2013-11-20 05:31:34,3.75
wtMYSKrt3yE2r-TNp_6spA,Matt,8,2018-03-10 14:23:48,3.75
FyBrtt4zpT1Zy8dxdYGsZw,Darcy,5,2014-06-05 18:30:43,3.4
hMEr_fHWf-A8wlMSYzkUIA,Taahir,6,2015-04-16 15:54:38,5.0
7GS3Hf6gYRWJNICk0t_zuA,Elnaz,23,2013-05-05 21:14:00,2.88
V6XgqmZ_zgPa0qMPs9mN3w,brynne,4,2020-08-20 02:12:54,3.4
K1-42NVrbVA71ajtIfT5ag,Barina,39,2016-12-13 20:03:05,3.83
aEaPnJ2U8SWXzjNPvQe4Mg,Hannah,2,2018-03-05 12:43:17,2.33
E6Y6LF4_2k54QZxQG4GHcw,Bonus,1,2012-01-19 03:46:21,1.0
IxdgCDf90erTD6VhzVkPxQ,Susan,16,2016-09-21 23:25:32,3.41
Q53Sv_kAzu5OKy9eH1n1HQ,Milton,44,2011-12-11 04:48:08,4.64
YNBqhYEnJDe2W4c_oAScTg,Mike,5,2012-03-10 18:55:54,3.2
WQ33XeXfN14Gw-Lvj1idJw,Amy,2,2014-07-07 01:41:17,1.0
BuBwVe2OF2ihOwfsOYs-jQ,El,79,2009-08-24 01:03:15,3.11
